                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.5275,                 4.5592,                 1.6614,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              6.668e-05,              6.668e-05,              6.668e-05
                      2,                 2.2562,                 4.1144,                 1.4318,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00014706,             0.00014706,             0.00014706
                      3,                 2.0856,                 3.4636,                 1.2686,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00022414,             0.00022414,             0.00022414
                      4,                 2.0652,                 2.9168,                 1.2573,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00029792,             0.00029792,             0.00029792
                      5,                 2.0171,                 2.7871,                 1.2965,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00036839,             0.00036839,             0.00036839
                      6,                 2.0719,                 2.7041,                 1.3491,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00043557,             0.00043557,             0.00043557
                      7,                 1.9195,                 2.4975,                 1.2931,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00049945,             0.00049945,             0.00049945
                      8,                 1.9956,                  2.601,                 1.3979,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00056002,             0.00056002,             0.00056002
                      9,                 1.9621,                  2.461,                 1.4275,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0006173,              0.0006173,              0.0006173
                     10,                 1.9586,                 2.4597,                 1.4479,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00067127,             0.00067127,             0.00067127
                     11,                 1.9057,                 2.4061,                 1.4314,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00072194,             0.00072194,             0.00072194
                     12,                 1.8636,                  2.301,                 1.3614,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00076932,             0.00076932,             0.00076932
                     13,                  1.781,                 2.1071,                 1.3338,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00081339,             0.00081339,             0.00081339
