                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                 1.2325,                0.81072,                 1.0173,                0.94392,                0.96555,                0.96604,                 0.6377,                    nan,                    nan,                    nan,              0.0004765,              0.0004765,              0.0004765
                     14,                 1.2436,                0.79566,                 1.0208,                0.94593,                0.95648,                0.96606,                0.63115,                    nan,                    nan,                    nan,             0.00046413,             0.00046413,             0.00046413
                     15,                 1.2272,                0.77865,                 1.0093,                0.95484,                0.96454,                0.96427,                0.63992,                    nan,                    nan,                    nan,             0.00045175,             0.00045175,             0.00045175
                     16,                 1.2134,                0.75471,                 1.0084,                0.95348,                0.95992,                0.96506,                0.62588,                    nan,                    nan,                    nan,             0.00043937,             0.00043937,             0.00043937
                     17,                 1.2087,                0.74478,                 1.0107,                0.95286,                 0.9612,                0.96297,                0.62331,                    nan,                    nan,                    nan,               0.000427,               0.000427,               0.000427
                     18,                 1.1929,                0.71724,                 1.0031,                0.94153,                0.96883,                0.96202,                0.63531,                    nan,                    nan,                    nan,             0.00041462,             0.00041462,             0.00041462
                     19,                  1.199,                 0.7102,                 1.0087,                0.94981,                0.96831,                0.96347,                0.63304,                    nan,                    nan,                    nan,             0.00040225,             0.00040225,             0.00040225
                     20,                 1.1943,                0.69672,                 1.0069,                0.95111,                0.96884,                 0.9654,                 0.6401,                    nan,                    nan,                    nan,             0.00038988,             0.00038988,             0.00038988
                     21,                 1.1812,                0.68058,                0.99781,                0.95243,                0.97017,                0.96249,                0.62801,                    nan,                    nan,                    nan,              0.0003775,              0.0003775,              0.0003775
                     22,                 1.1722,                0.68705,                 1.0044,                0.95412,                0.96932,                0.95821,                0.62974,                    nan,                    nan,                    nan,             0.00036513,             0.00036513,             0.00036513
                     23,                 1.1866,                  0.674,                 1.0108,                0.95324,                 0.9701,                0.96013,                0.63828,                    nan,                    nan,                    nan,             0.00035275,             0.00035275,             0.00035275
                     24,                 1.1625,                 0.6614,                0.99847,                0.95426,                0.97197,                0.96643,                0.64082,                    nan,                    nan,                    nan,             0.00034038,             0.00034038,             0.00034038
                     25,                 1.1625,                0.65929,                0.99922,                0.94915,                0.97221,                0.96511,                0.61803,                    nan,                    nan,                    nan,               0.000328,               0.000328,               0.000328
                     26,                 1.1591,                 0.6445,                0.99649,                0.95651,                0.96867,                0.96519,                0.63109,                    nan,                    nan,                    nan,             0.00031562,             0.00031562,             0.00031562
                     27,                 1.1265,                  0.623,                0.98755,                0.95149,                0.97076,                0.96078,                0.58771,                    nan,                    nan,                    nan,             0.00030325,             0.00030325,             0.00030325
                     28,                 1.1496,                0.62501,                0.99421,                0.95706,                0.97007,                0.96009,                0.63449,                    nan,                    nan,                    nan,             0.00029088,             0.00029088,             0.00029088
                     29,                 1.1387,                0.62432,                0.99636,                0.95691,                0.97248,                0.95963,                0.63306,                    nan,                    nan,                    nan,              0.0002785,              0.0002785,              0.0002785
                     30,                 1.1354,                0.61826,                0.99375,                0.95446,                0.97093,                0.96294,                0.62721,                    nan,                    nan,                    nan,             0.00026613,             0.00026613,             0.00026613
                     31,                 1.1241,                0.59864,                0.98072,                0.95599,                 0.9715,                0.96113,                0.63886,                    nan,                    nan,                    nan,             0.00025375,             0.00025375,             0.00025375
                     32,                 1.1215,                0.60345,                0.98687,                0.95326,                0.97108,                0.95927,                0.60834,                    nan,                    nan,                    nan,             0.00024137,             0.00024137,             0.00024137
                     33,                 1.1085,                0.59775,                0.98385,                0.95061,                0.97666,                0.95915,                0.62081,                    nan,                    nan,                    nan,               0.000229,               0.000229,               0.000229
                     34,                 1.0959,                0.58308,                0.97777,                0.95487,                0.97515,                0.96123,                0.63889,                    nan,                    nan,                    nan,             0.00021662,             0.00021662,             0.00021662
                     35,                  1.118,                0.59123,                0.98557,                0.95525,                0.97206,                0.96025,                0.62161,                    nan,                    nan,                    nan,             0.00020425,             0.00020425,             0.00020425
                     36,                 1.1009,                0.57476,                0.98063,                0.95684,                0.97466,                0.96188,                0.64056,                    nan,                    nan,                    nan,             0.00019188,             0.00019188,             0.00019188
                     37,                 1.0926,                0.57403,                0.97572,                0.95658,                0.97241,                0.95955,                0.63141,                    nan,                    nan,                    nan,              0.0001795,              0.0001795,              0.0001795
                     38,                 1.0731,                0.56711,                0.97674,                0.95367,                 0.9773,                0.96137,                 0.6294,                    nan,                    nan,                    nan,             0.00016713,             0.00016713,             0.00016713
                     39,                 1.0713,                0.55693,                0.96463,                0.95423,                0.97467,                0.95917,                0.62727,                    nan,                    nan,                    nan,             0.00015475,             0.00015475,             0.00015475
                     40,                  1.084,                0.55564,                 0.9793,                0.95066,                0.97792,                0.95776,                0.61045,                    nan,                    nan,                    nan,             0.00014237,             0.00014237,             0.00014237
                     41,                  1.042,                0.51882,                0.98496,                0.95722,                0.97427,                0.96213,                0.63481,                    nan,                    nan,                    nan,                0.00013,                0.00013,                0.00013
                     42,                  1.043,                0.50939,                0.99213,                0.95506,                 0.9774,                0.96445,                0.63709,                    nan,                    nan,                    nan,             0.00011763,             0.00011763,             0.00011763
                     43,                 1.0341,                0.50133,                0.98111,                0.95659,                0.97411,                 0.9628,                0.63369,                    nan,                    nan,                    nan,             0.00010525,             0.00010525,             0.00010525
                     44,                 1.0139,                0.49625,                0.98002,                0.95849,                0.97711,                0.96499,                 0.6307,                    nan,                    nan,                    nan,             9.2875e-05,             9.2875e-05,             9.2875e-05
                     45,                 1.0144,                 0.4933,                0.97894,                0.95545,                0.97597,                0.96066,                0.62954,                    nan,                    nan,                    nan,               8.05e-05,               8.05e-05,               8.05e-05
                     46,                 1.0057,                 0.4894,                0.97936,                0.95452,                0.97926,                0.96108,                0.62365,                    nan,                    nan,                    nan,             6.8125e-05,             6.8125e-05,             6.8125e-05
                     47,                 1.0057,                0.49074,                0.98034,                0.95718,                0.97973,                0.96105,                 0.6323,                    nan,                    nan,                    nan,              5.575e-05,              5.575e-05,              5.575e-05
                     48,                0.99693,                0.48491,                0.98307,                0.95553,                0.98018,                0.96153,                0.63112,                    nan,                    nan,                    nan,             4.3375e-05,             4.3375e-05,             4.3375e-05
                     49,                0.99063,                0.48129,                0.97304,                0.95942,                0.97714,                0.96091,                0.63286,                    nan,                    nan,                    nan,                3.1e-05,                3.1e-05,                3.1e-05
                     50,                0.98505,                0.48312,                0.97743,                0.95753,                0.97848,                 0.9613,                0.62779,                    nan,                    nan,                    nan,             1.8625e-05,             1.8625e-05,             1.8625e-05
