                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1584,                 4.3249,                 1.1641,                0.48762,                0.27438,                0.25533,                0.18795,                    nan,                    nan,                    nan,             0.00020616,             0.00020616,             0.00020616
                      2,                 1.1096,                 3.0949,                 1.1011,                0.65491,                0.44857,                0.54784,                0.36989,                    nan,                    nan,                    nan,             0.00041039,             0.00041039,             0.00041039
                      3,                 1.0763,                 2.5665,                 1.0962,                0.58882,                 0.5171,                0.59222,                0.42046,                    nan,                    nan,                    nan,              0.0006105,              0.0006105,              0.0006105
                      4,                 1.0839,                 2.2594,                 1.0916,                0.80037,                0.53061,                  0.706,                 0.5064,                    nan,                    nan,                    nan,             0.00060644,             0.00060644,             0.00060644
                      5,                 0.9991,                 1.8549,                 1.0406,                 0.7388,                0.61453,                0.74399,                0.54529,                    nan,                    nan,                    nan,             0.00060025,             0.00060025,             0.00060025
                      6,                 0.9731,                 1.6373,                 1.0462,                0.91446,                0.59472,                0.82845,                0.60299,                    nan,                    nan,                    nan,             0.00059406,             0.00059406,             0.00059406
                      7,                0.92788,                 1.4516,                 1.0304,                0.88769,                0.64089,                0.85008,                 0.6449,                    nan,                    nan,                    nan,             0.00058787,             0.00058787,             0.00058787
                      8,                0.90584,                 1.3009,                 1.0165,                 0.8672,                0.66851,                0.85325,                0.65039,                    nan,                    nan,                    nan,             0.00058169,             0.00058169,             0.00058169
                      9,                0.89824,                 1.2251,                 1.0045,                0.78091,                0.71348,                0.85438,                 0.6429,                    nan,                    nan,                    nan,              0.0005755,              0.0005755,              0.0005755
                     10,                0.86932,                 1.1187,                0.99993,                0.90549,                0.68504,                0.86562,                0.68078,                    nan,                    nan,                    nan,             0.00056931,             0.00056931,             0.00056931
                     11,                0.83722,                  1.023,                 0.9861,                 0.8631,                0.74579,                0.89587,                0.71113,                    nan,                    nan,                    nan,             0.00056313,             0.00056313,             0.00056313
                     12,                0.83081,                0.95534,                  0.987,                0.91938,                0.71097,                0.91865,                0.73397,                    nan,                    nan,                    nan,             0.00055694,             0.00055694,             0.00055694
                     13,                 0.8183,                0.90295,                0.97577,                0.88559,                0.73819,                 0.8912,                0.70891,                    nan,                    nan,                    nan,             0.00055075,             0.00055075,             0.00055075
                     14,                0.78358,                0.87771,                0.96136,                0.89083,                0.71126,                0.89782,                0.71607,                    nan,                    nan,                    nan,             0.00054456,             0.00054456,             0.00054456
                     15,                0.77265,                0.85263,                0.97104,                0.90077,                0.79113,                0.90464,                0.72505,                    nan,                    nan,                    nan,             0.00053838,             0.00053838,             0.00053838
                     16,                0.77861,                0.81379,                0.96544,                0.82474,                0.83766,                0.92875,                0.74125,                    nan,                    nan,                    nan,             0.00053219,             0.00053219,             0.00053219
                     17,                0.75313,                0.79949,                  0.965,                0.89048,                0.73941,                0.90326,                0.71065,                    nan,                    nan,                    nan,               0.000526,               0.000526,               0.000526
                     18,                0.77867,                0.79935,                0.98103,                0.93719,                0.82795,                0.94713,                0.75656,                    nan,                    nan,                    nan,             0.00051981,             0.00051981,             0.00051981
                     19,                0.73161,                0.73393,                0.96494,                0.87889,                0.78241,                0.91688,                0.73861,                    nan,                    nan,                    nan,             0.00051363,             0.00051363,             0.00051363
                     20,                0.74388,                0.73653,                0.95513,                0.87108,                0.87013,                0.94069,                0.76813,                    nan,                    nan,                    nan,             0.00050744,             0.00050744,             0.00050744
                     21,                0.71475,                0.69547,                 0.9487,                0.93107,                0.80318,                0.94159,                 0.7615,                    nan,                    nan,                    nan,             0.00050125,             0.00050125,             0.00050125
                     22,                0.70513,                0.67181,                0.94269,                0.87478,                0.83174,                0.93987,                 0.7536,                    nan,                    nan,                    nan,             0.00049506,             0.00049506,             0.00049506
                     23,                0.71886,                0.67142,                0.94583,                 0.9125,                0.82044,                0.93559,                0.77569,                    nan,                    nan,                    nan,             0.00048888,             0.00048888,             0.00048888
                     24,                0.69751,                0.64708,                0.93794,                   0.88,                0.84362,                0.94032,                0.76617,                    nan,                    nan,                    nan,             0.00048269,             0.00048269,             0.00048269
                     25,                0.67629,                0.65219,                 0.9287,                0.88408,                0.86848,                0.95147,                0.77682,                    nan,                    nan,                    nan,              0.0004765,              0.0004765,              0.0004765
                     26,                0.67387,                0.61783,                0.92321,                0.88601,                0.89374,                0.94282,                0.75189,                    nan,                    nan,                    nan,             0.00047031,             0.00047031,             0.00047031
                     27,                0.68324,                0.62982,                0.93824,                0.93857,                0.86521,                   0.96,                0.80007,                    nan,                    nan,                    nan,             0.00046413,             0.00046413,             0.00046413
                     28,                0.64073,                0.58718,                0.91709,                0.92927,                0.86481,                0.95194,                0.79625,                    nan,                    nan,                    nan,             0.00045794,             0.00045794,             0.00045794
                     29,                0.64091,                0.56879,                0.91545,                0.88479,                0.89868,                0.96073,                0.79684,                    nan,                    nan,                    nan,             0.00045175,             0.00045175,             0.00045175
                     30,                0.67831,                0.59998,                0.93492,                0.90729,                0.84841,                0.95141,                0.79703,                    nan,                    nan,                    nan,             0.00044556,             0.00044556,             0.00044556
                     31,                0.64617,                0.56624,                0.92461,                0.96338,                0.85484,                0.96416,                0.79684,                    nan,                    nan,                    nan,             0.00043937,             0.00043937,             0.00043937
                     32,                0.65192,                0.56141,                0.91819,                0.93695,                0.83469,                0.95207,                0.80145,                    nan,                    nan,                    nan,             0.00043319,             0.00043319,             0.00043319
                     33,                0.64774,                0.56634,                0.92198,                0.92015,                0.85851,                0.95438,                0.80089,                    nan,                    nan,                    nan,               0.000427,               0.000427,               0.000427
