                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     24,                 1.1531,                0.67037,                0.99755,                0.94584,                 0.9613,                 0.9578,                0.63561,                    nan,                    nan,                    nan,             0.00034038,             0.00034038,             0.00034038
                     25,                 1.1285,                0.64494,                0.99089,                0.94646,                0.95937,                0.95865,                0.62935,                    nan,                    nan,                    nan,               0.000328,               0.000328,               0.000328
                     26,                 1.1275,                0.63962,                0.98623,                0.94915,                0.95332,                0.95921,                0.63187,                    nan,                    nan,                    nan,             0.00031562,             0.00031562,             0.00031562
                     27,                 1.1261,                0.62851,                0.98668,                 0.9476,                0.95803,                0.96017,                0.63516,                    nan,                    nan,                    nan,             0.00030325,             0.00030325,             0.00030325
                     28,                 1.1159,                0.61927,                0.98464,                 0.9486,                0.96525,                0.95925,                0.62603,                    nan,                    nan,                    nan,             0.00029088,             0.00029088,             0.00029088
                     29,                  1.119,                0.62554,                0.99187,                0.95182,                0.95732,                0.95873,                0.64194,                    nan,                    nan,                    nan,              0.0002785,              0.0002785,              0.0002785
                     30,                  1.114,                0.62345,                0.99058,                0.95227,                0.96429,                0.96036,                0.63784,                    nan,                    nan,                    nan,             0.00026613,             0.00026613,             0.00026613
                     31,                 1.1158,                0.60454,                0.98002,                0.95584,                0.96435,                0.95776,                0.63331,                    nan,                    nan,                    nan,             0.00025375,             0.00025375,             0.00025375
                     32,                 1.0955,                0.60563,                0.98248,                0.94954,                0.96339,                0.95755,                0.63008,                    nan,                    nan,                    nan,             0.00024137,             0.00024137,             0.00024137
                     33,                 1.1038,                0.60891,                0.98884,                0.94792,                0.96539,                0.95999,                0.62524,                    nan,                    nan,                    nan,               0.000229,               0.000229,               0.000229
                     34,                 1.0858,                0.58602,                0.97351,                0.95119,                0.96584,                0.95913,                0.62626,                    nan,                    nan,                    nan,             0.00021662,             0.00021662,             0.00021662
                     35,                 1.0791,                0.58574,                0.97445,                 0.9521,                0.96739,                0.95958,                  0.636,                    nan,                    nan,                    nan,             0.00020425,             0.00020425,             0.00020425
                     36,                 1.0879,                0.57834,                0.97907,                 0.9545,                 0.9685,                0.96149,                0.64081,                    nan,                    nan,                    nan,             0.00019188,             0.00019188,             0.00019188
                     37,                 1.0814,                0.57348,                0.96972,                0.95589,                0.96396,                 0.9618,                0.63574,                    nan,                    nan,                    nan,              0.0001795,              0.0001795,              0.0001795
                     38,                 1.0695,                0.56486,                0.97519,                0.95537,                 0.9656,                0.95898,                0.62529,                    nan,                    nan,                    nan,             0.00016713,             0.00016713,             0.00016713
                     39,                 1.0494,                0.55637,                0.96322,                0.95549,                 0.9635,                0.95966,                 0.6355,                    nan,                    nan,                    nan,             0.00015475,             0.00015475,             0.00015475
                     40,                 1.0672,                 0.5535,                0.97247,                0.95237,                0.96775,                0.95821,                0.63153,                    nan,                    nan,                    nan,             0.00014237,             0.00014237,             0.00014237
                     41,                 1.0495,                0.52548,                0.99707,                0.95544,                0.96853,                0.95849,                0.63416,                    nan,                    nan,                    nan,                0.00013,                0.00013,                0.00013
                     42,                 1.0278,                0.50075,                0.98277,                0.95599,                0.96336,                0.95916,                 0.6355,                    nan,                    nan,                    nan,             0.00011763,             0.00011763,             0.00011763
                     43,                 1.0272,                 0.4977,                0.98103,                0.95383,                0.96793,                0.95716,                0.62905,                    nan,                    nan,                    nan,             0.00010525,             0.00010525,             0.00010525
                     44,                 1.0155,                0.49769,                 0.9837,                0.95346,                0.96556,                0.96128,                0.61961,                    nan,                    nan,                    nan,             9.2875e-05,             9.2875e-05,             9.2875e-05
                     45,                 1.0184,                0.49518,                 0.9797,                 0.9528,                0.96927,                0.95906,                0.63337,                    nan,                    nan,                    nan,               8.05e-05,               8.05e-05,               8.05e-05
                     46,                 1.0072,                0.49301,                0.98284,                0.95333,                0.97452,                0.95925,                0.62538,                    nan,                    nan,                    nan,             6.8125e-05,             6.8125e-05,             6.8125e-05
                     47,                 0.9997,                0.48556,                0.97506,                0.95686,                0.96756,                0.95992,                0.63967,                    nan,                    nan,                    nan,              5.575e-05,              5.575e-05,              5.575e-05
                     48,                0.99458,                0.48284,                0.98004,                0.95255,                0.97082,                0.95814,                0.63794,                    nan,                    nan,                    nan,             4.3375e-05,             4.3375e-05,             4.3375e-05
                     49,                0.98958,                0.47712,                0.97355,                0.95374,                0.97298,                0.95928,                0.64026,                    nan,                    nan,                    nan,                3.1e-05,                3.1e-05,                3.1e-05
                     50,                0.98269,                0.48086,                0.97487,                0.95223,                0.97263,                 0.9589,                0.63975,                    nan,                    nan,                    nan,             1.8625e-05,             1.8625e-05,             1.8625e-05
