                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     48,                0.12147,                      1,                      1,                 1.6914,             0.00038178,             0.00038178,             0.00038178
                     49,                0.05529,                      1,                      1,                 1.6914,             0.00037471,             0.00037471,             0.00037471
                     50,                0.11672,                      1,                      1,                 1.6909,             0.00036764,             0.00036764,             0.00036764
                     51,                0.06612,                      1,                      1,                 1.6914,             0.00036057,             0.00036057,             0.00036057
                     52,                0.08962,                      1,                      1,                 1.6909,              0.0003535,              0.0003535,              0.0003535
                     53,                 0.0709,                      1,                      1,                 1.6914,             0.00034643,             0.00034643,             0.00034643
                     54,                0.08689,                      1,                      1,                 1.6919,             0.00033936,             0.00033936,             0.00033936
                     55,                0.09392,                      1,                      1,                 1.6909,              0.0003323,              0.0003323,              0.0003323
                     56,                 0.0794,                      1,                      1,                 1.6914,             0.00032523,             0.00032523,             0.00032523
                     57,                0.08027,                      1,                      1,                 1.6929,             0.00031816,             0.00031816,             0.00031816
                     58,                0.08927,                      1,                      1,                 1.6919,             0.00031109,             0.00031109,             0.00031109
                     59,                0.08704,                      1,                      1,                 1.6914,             0.00030402,             0.00030402,             0.00030402
                     60,                0.05693,                      1,                      1,                 1.6919,             0.00029695,             0.00029695,             0.00029695
                     61,                0.08469,                      1,                      1,                 1.6914,             0.00028988,             0.00028988,             0.00028988
                     62,                0.12685,                      1,                      1,                 1.6909,             0.00028282,             0.00028282,             0.00028282
                     63,                 0.1147,                      1,                      1,                 1.6929,             0.00027575,             0.00027575,             0.00027575
                     64,                0.18316,                      1,                      1,                 1.6924,             0.00026868,             0.00026868,             0.00026868
                     65,                0.08686,                      1,                      1,                 1.6924,             0.00026161,             0.00026161,             0.00026161
                     66,                0.06661,                      1,                      1,                 1.6924,             0.00025454,             0.00025454,             0.00025454
                     67,                0.10709,                      1,                      1,                 1.6934,             0.00024747,             0.00024747,             0.00024747
                     68,                0.06609,                      1,                      1,                 1.6948,              0.0002404,              0.0002404,              0.0002404
                     69,                0.06791,                      1,                      1,                 1.6943,             0.00023334,             0.00023334,             0.00023334
                     70,                0.14936,                      1,                      1,                 1.6924,             0.00022627,             0.00022627,             0.00022627
                     71,                0.06501,                      1,                      1,                 1.6914,              0.0002192,              0.0002192,              0.0002192
                     72,                0.08037,                      1,                      1,                 1.6919,             0.00021213,             0.00021213,             0.00021213
                     73,                0.03903,                      1,                      1,                 1.6914,             0.00020506,             0.00020506,             0.00020506
                     74,                0.10735,                      1,                      1,                 1.6914,             0.00019799,             0.00019799,             0.00019799
                     75,                0.06525,                      1,                      1,                 1.6909,             0.00019092,             0.00019092,             0.00019092
                     76,                0.05993,                      1,                      1,                 1.6904,             0.00018385,             0.00018385,             0.00018385
                     77,                 0.0694,                      1,                      1,                 1.6904,             0.00017679,             0.00017679,             0.00017679
                     78,                0.10267,                      1,                      1,                 1.6909,             0.00016972,             0.00016972,             0.00016972
                     79,                0.06935,                      1,                      1,                 1.6909,             0.00016265,             0.00016265,             0.00016265
                     80,                0.04356,                      1,                      1,                 1.6914,             0.00015558,             0.00015558,             0.00015558
                     81,                0.07314,                      1,                      1,                 1.6914,             0.00014851,             0.00014851,             0.00014851
                     82,                0.06648,                      1,                      1,                 1.6909,             0.00014144,             0.00014144,             0.00014144
                     83,                0.05836,                      1,                      1,                 1.6909,             0.00013437,             0.00013437,             0.00013437
                     84,                0.04939,                      1,                      1,                 1.6909,             0.00012731,             0.00012731,             0.00012731
                     85,                 0.0487,                      1,                      1,                 1.6909,             0.00012024,             0.00012024,             0.00012024
                     86,                0.05184,                      1,                      1,                 1.6909,             0.00011317,             0.00011317,             0.00011317
                     87,                 0.0519,                      1,                      1,                 1.6904,              0.0001061,              0.0001061,              0.0001061
                     88,                0.19564,                      1,                      1,                 1.6904,             9.9032e-05,             9.9032e-05,             9.9032e-05
                     89,                0.09057,                      1,                      1,                 1.6904,             9.1963e-05,             9.1963e-05,             9.1963e-05
                     90,                0.03679,                      1,                      1,                 1.6904,             8.4895e-05,             8.4895e-05,             8.4895e-05
                     91,                0.04815,                      1,                      1,                 1.6904,             7.7826e-05,             7.7826e-05,             7.7826e-05
                     92,                0.06027,                      1,                      1,                 1.6904,             7.0757e-05,             7.0757e-05,             7.0757e-05
                     93,                0.12379,                      1,                      1,                 1.6904,             6.3689e-05,             6.3689e-05,             6.3689e-05
                     94,                0.01407,                      1,                      1,                 1.6899,              5.662e-05,              5.662e-05,              5.662e-05
                     95,                0.06393,                      1,                      1,                 1.6904,             4.9552e-05,             4.9552e-05,             4.9552e-05
                     96,                0.11725,                      1,                      1,                 1.6904,             4.2483e-05,             4.2483e-05,             4.2483e-05
                     97,                0.05154,                      1,                      1,                 1.6904,             3.5414e-05,             3.5414e-05,             3.5414e-05
                     98,                0.07774,                      1,                      1,                 1.6904,             2.8346e-05,             2.8346e-05,             2.8346e-05
                     99,                0.05489,                      1,                      1,                 1.6899,             2.1277e-05,             2.1277e-05,             2.1277e-05
                    100,                0.06534,                      1,                      1,                 1.6904,             1.4209e-05,             1.4209e-05,             1.4209e-05
