                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.97665,                 3.0591,                  1.396,                  0.441,                0.64898,                0.54223,                0.38374,                 1.1031,                 1.7457,                 1.6919,             0.00020748,             0.00020748,             0.00020748
                      2,                0.81296,                 1.7331,                 1.2343,                0.65536,                0.73212,                0.76617,                0.49216,                 1.3381,                 1.4032,                 2.1494,             0.00040758,             0.00040758,             0.00040758
                      3,                0.76942,                 1.3111,                 1.1835,                 0.7803,                0.73026,                0.84965,                0.61885,                 1.0766,                 1.0994,                 1.7912,             0.00059943,             0.00059943,             0.00059943
                      4,                0.72275,                 1.0556,                 1.1442,                0.87184,                0.87611,                0.92502,                0.62071,                 1.1369,                0.91456,                 1.7976,             0.00058787,             0.00058787,             0.00058787
                      5,                0.68642,                0.88715,                 1.1148,                  0.917,                 0.9423,                 0.9673,                0.69356,                0.99562,                0.70157,                 1.6946,              0.0005755,              0.0005755,              0.0005755
                      6,                0.62227,                0.75316,                 1.0763,                0.92583,                0.92564,                0.96709,                0.70066,                0.99398,                0.65142,                 1.7283,             0.00056313,             0.00056313,             0.00056313
                      7,                0.60071,                0.67467,                 1.0633,                0.93245,                0.95403,                0.96899,                 0.6823,                 1.1038,                0.52892,                 1.8819,             0.00055075,             0.00055075,             0.00055075
                      8,                0.56603,                0.59909,                 1.0401,                0.92597,                0.88282,                 0.9445,                0.63781,                 1.2219,                0.65587,                 1.9979,             0.00053838,             0.00053838,             0.00053838
                      9,                0.54938,                0.57204,                 1.0316,                0.98912,                0.99213,                0.99492,                0.72746,                0.96651,                0.42935,                 1.7978,               0.000526,               0.000526,               0.000526
                     10,                0.51838,                0.51791,                 1.0151,                0.92866,                0.93248,                0.92583,                0.69656,                 1.0258,                0.53001,                 1.8832,             0.00051363,             0.00051363,             0.00051363
                     11,                0.50733,                 0.4977,                  1.012,                0.81359,                0.85222,                0.90569,                0.67976,                   1.06,                 0.7556,                 2.1019,             0.00050125,             0.00050125,             0.00050125
                     12,                0.49055,                0.47414,                 1.0027,                0.93639,                0.94678,                0.96614,                0.69933,                0.98697,                 0.5421,                 2.0065,             0.00048888,             0.00048888,             0.00048888
                     13,                0.47029,                0.44184,                0.99017,                0.94225,                 0.9334,                0.93017,                0.67778,                 1.0348,                0.59749,                 2.0415,              0.0004765,              0.0004765,              0.0004765
                     14,                0.44782,                0.40545,                 0.9818,                0.91111,                0.87415,                0.88932,                0.65615,                 1.0599,                0.69741,                 2.0291,             0.00046413,             0.00046413,             0.00046413
                     15,                0.43933,                0.40618,                0.97455,                0.96424,                0.98712,                0.98939,                0.68168,                 1.0841,                0.51255,                 1.9367,             0.00045175,             0.00045175,             0.00045175
                     16,                0.42261,                0.38274,                0.96593,                0.98634,                0.97331,                0.99388,                0.71127,                 1.0196,                0.48032,                 2.0048,             0.00043937,             0.00043937,             0.00043937
                     17,                0.41441,                0.37841,                0.96322,                0.96741,                0.96955,                  0.986,                0.70053,                 1.0472,                0.48157,                 2.0774,               0.000427,               0.000427,               0.000427
                     18,                0.41028,                 0.3651,                0.96223,                0.94802,                0.96146,                0.97657,                0.70438,                 1.0378,                0.53039,                 2.0363,             0.00041462,             0.00041462,             0.00041462
                     19,                0.39401,                0.34976,                0.95467,                0.95921,                0.94497,                0.92759,                0.64712,                 1.0729,                0.60258,                 2.1921,             0.00040225,             0.00040225,             0.00040225
                     20,                0.38221,                0.33793,                0.94998,                0.94048,                0.93766,                0.96246,                0.69597,                 1.0702,                0.52937,                 2.2177,             0.00038988,             0.00038988,             0.00038988
                     21,                0.38178,                0.33796,                0.94885,                0.94891,                0.94181,                0.96029,                0.71665,                0.99691,                0.46585,                 2.0832,              0.0003775,              0.0003775,              0.0003775
                     22,                0.37334,                0.32819,                0.94554,                0.91829,                0.95901,                0.97903,                0.70739,                  1.014,                0.50541,                 2.0759,             0.00036513,             0.00036513,             0.00036513
                     23,                0.36544,                0.31192,                0.94222,                0.96701,                0.95024,                0.98983,                0.73097,                0.96655,                 0.4588,                 2.1563,             0.00035275,             0.00035275,             0.00035275
                     24,                0.34982,                0.30502,                 0.9357,                0.95057,                 0.9612,                0.98537,                0.70733,                 1.0262,                  0.514,                 2.1904,             0.00034038,             0.00034038,             0.00034038
                     25,                0.34748,                0.30253,                0.93655,                0.97552,                0.99178,                0.99399,                0.71587,                 1.0077,                0.40904,                 2.1749,               0.000328,               0.000328,               0.000328
                     26,                0.33879,                0.29394,                0.92849,                0.97687,                0.97258,                0.99338,                0.70658,                  1.027,                0.44191,                 2.1074,             0.00031562,             0.00031562,             0.00031562
                     27,                0.32456,                0.27817,                0.92513,                0.96495,                0.97696,                0.99283,                0.70165,                 1.0553,                0.45245,                 2.1848,             0.00030325,             0.00030325,             0.00030325
                     28,                 0.3219,                0.28498,                0.92228,                0.95809,                0.96269,                0.98335,                0.71886,                0.98588,                0.46494,                 2.0675,             0.00029088,             0.00029088,             0.00029088
                     29,                0.31687,                0.27372,                0.92101,                0.94987,                0.96039,                0.97334,                 0.7093,                 1.0168,                0.45321,                 2.1848,              0.0002785,              0.0002785,              0.0002785
                     30,                0.30947,                 0.2683,                0.91967,                0.94908,                0.96101,                0.98146,                0.71067,                 1.0095,                0.46549,                 2.1986,             0.00026613,             0.00026613,             0.00026613
                     31,                0.30874,                0.26192,                 0.9144,                0.93819,                   0.94,                0.97755,                 0.7136,                0.99504,                0.52683,                  2.216,             0.00025375,             0.00025375,             0.00025375
                     32,                0.29562,                0.25431,                0.91546,                0.96861,                0.98656,                0.99454,                0.72462,                0.98901,                0.42366,                   2.19,             0.00024137,             0.00024137,             0.00024137
                     33,                0.28911,                0.24723,                0.91351,                0.94317,                0.94227,                0.97274,                0.71796,                0.98742,                0.52066,                 2.1499,               0.000229,               0.000229,               0.000229
                     34,                0.28873,                0.24613,                0.91219,                 0.9621,                0.96575,                0.99234,                0.72516,                0.99742,                0.44382,                 2.2161,             0.00021662,             0.00021662,             0.00021662
                     35,                0.28421,                0.24333,                0.90922,                0.94759,                0.97086,                0.98984,                0.71464,                 1.0132,                0.45948,                 2.1533,             0.00020425,             0.00020425,             0.00020425
                     36,                0.28091,                0.23508,                0.91041,                0.94629,                0.95994,                 0.9684,                0.71401,                 1.0158,                0.43072,                   2.26,             0.00019188,             0.00019188,             0.00019188
                     37,                0.27492,                0.23573,                0.90595,                0.99267,                0.99097,                  0.995,                0.72372,                  1.006,                0.40542,                 2.2625,              0.0001795,              0.0001795,              0.0001795
                     38,                0.26511,                0.22796,                0.90217,                0.97514,                0.96031,                 0.9944,                 0.7291,                 0.9718,                0.41588,                 2.2463,             0.00016713,             0.00016713,             0.00016713
