                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     47,                 1.0589,                0.52114,                0.97865,                0.94256,                 0.9581,                0.95781,                0.62279,                 1.0767,                0.47845,                0.91368,             0.00034038,             0.00034038,             0.00034038
                     48,                 1.0395,                0.50805,                0.97272,                0.93208,                 0.9537,                0.95495,                0.61437,                 1.1132,                0.49441,                0.92003,             0.00033419,             0.00033419,             0.00033419
                     49,                 1.0356,                 0.5037,                 0.9736,                0.92687,                 0.9557,                0.94184,                0.62131,                 1.0842,                0.47489,                 0.9104,               0.000328,               0.000328,               0.000328
                     50,                 1.0447,                0.49993,                0.97397,                0.93121,                0.96418,                0.95688,                0.62925,                 1.0986,                0.47215,                0.91669,             0.00032181,             0.00032181,             0.00032181
                     51,                 1.0205,                 0.4967,                0.96921,                 0.9347,                0.96679,                0.94097,                0.62584,                 1.1139,                 0.4831,                0.91448,             0.00031562,             0.00031562,             0.00031562
                     52,                 1.0252,                0.49232,                0.96381,                0.93374,                0.96015,                0.94968,                0.61387,                 1.1696,                0.50019,                0.92392,             0.00030944,             0.00030944,             0.00030944
                     53,                 1.0194,                0.49513,                0.96961,                0.94286,                0.94346,                0.94323,                 0.6276,                 1.0277,                0.45757,                0.90151,             0.00030325,             0.00030325,             0.00030325
                     54,                  1.011,                 0.4842,                0.96425,                0.94181,                 0.9589,                0.95629,                0.62951,                 1.0763,                0.46694,                0.90827,             0.00029706,             0.00029706,             0.00029706
                     55,                 1.0225,                0.49082,                0.97064,                0.93523,                0.94717,                0.95183,                0.61802,                 1.0955,                0.47657,                0.91174,             0.00029088,             0.00029088,             0.00029088
                     56,                  1.002,                0.48046,                0.96503,                0.93863,                0.95113,                0.95544,                0.62493,                 1.1372,                0.48477,                0.92171,             0.00028469,             0.00028469,             0.00028469
                     57,                 1.0132,                0.48291,                0.96321,                0.93387,                0.96906,                 0.9583,                0.63704,                 1.0924,                0.47401,                 0.9115,              0.0002785,              0.0002785,              0.0002785
                     58,                 1.0044,                0.47916,                0.95904,                0.93694,                0.95796,                0.94757,                0.62502,                 1.1387,                0.49263,                0.92387,             0.00027231,             0.00027231,             0.00027231
                     59,                0.99946,                0.48143,                 0.9642,                0.93215,                0.95779,                0.95025,                0.62941,                 1.0948,                0.47328,                0.91612,             0.00026613,             0.00026613,             0.00026613
                     60,                0.98962,                0.47391,                0.95927,                0.93698,                0.95523,                0.95596,                0.62455,                 1.1027,                0.47416,                0.91596,             0.00025994,             0.00025994,             0.00025994
                     61,                0.98286,                0.47158,                 0.9611,                 0.9395,                0.95491,                0.94985,                0.62093,                 1.0829,                0.47602,                0.91489,             0.00025375,             0.00025375,             0.00025375
                     62,                0.97926,                0.46808,                0.96146,                0.93328,                0.96496,                0.95125,                0.61021,                 1.1947,                0.47775,                0.93617,             0.00024756,             0.00024756,             0.00024756
                     63,                 0.9642,                 0.4631,                0.94861,                0.93565,                0.95028,                0.95213,                 0.6201,                 1.0902,                0.45803,                0.91597,             0.00024137,             0.00024137,             0.00024137
                     64,                 0.9634,                0.46474,                0.94831,                0.93574,                0.95607,                0.94581,                0.60806,                 1.1931,                0.48002,                0.93463,             0.00023519,             0.00023519,             0.00023519
                     65,                0.97417,                0.46138,                0.95494,                0.94161,                0.95589,                0.94905,                0.61136,                 1.2465,                0.48976,                0.94214,               0.000229,               0.000229,               0.000229
                     66,                0.97188,                0.45886,                0.95229,                0.93576,                0.96529,                0.95012,                0.62121,                 1.1946,                0.48303,                0.93195,             0.00022281,             0.00022281,             0.00022281
                     67,                 0.9558,                0.45347,                0.95099,                0.93875,                0.96372,                0.94539,                0.62415,                 1.0943,                0.44866,                0.91676,             0.00021662,             0.00021662,             0.00021662
                     68,                 0.9544,                0.45517,                0.94504,                0.93434,                 0.9573,                0.95062,                 0.6227,                 1.1232,                0.47609,                0.91798,             0.00021044,             0.00021044,             0.00021044
                     69,                0.94167,                0.44821,                0.94564,                0.93891,                 0.9543,                 0.9515,                0.63248,                 1.0753,                0.46154,                0.91144,             0.00020425,             0.00020425,             0.00020425
                     70,                0.94496,                0.45112,                0.94773,                0.93726,                0.95642,                0.94462,                0.62615,                 1.1188,                0.45546,                0.92116,             0.00019806,             0.00019806,             0.00019806
                     71,                0.94493,                 0.4515,                0.94509,                0.93766,                0.95676,                0.94597,                0.62016,                 1.0965,                0.45561,                0.91697,             0.00019188,             0.00019188,             0.00019188
                     72,                0.93964,                0.44561,                0.94008,                0.93191,                 0.9649,                0.95124,                 0.6169,                 1.1288,                0.45596,                0.92164,             0.00018569,             0.00018569,             0.00018569
                     73,                0.92545,                0.44423,                0.94053,                0.93472,                0.95415,                0.95013,                0.63046,                 1.0862,                0.45415,                0.91326,              0.0001795,              0.0001795,              0.0001795
                     74,                0.93055,                0.43759,                0.93658,                 0.9412,                0.94645,                0.94673,                0.63236,                 1.0655,                0.45035,                0.90875,             0.00017331,             0.00017331,             0.00017331
                     75,                0.92673,                0.44236,                0.93949,                0.94032,                0.95285,                0.94967,                0.62113,                 1.1271,                0.46079,                0.92212,             0.00016713,             0.00016713,             0.00016713
                     76,                0.92738,                 0.4386,                0.93972,                0.93874,                0.96061,                0.94811,                0.61154,                 1.1633,                0.46703,                0.92434,             0.00016094,             0.00016094,             0.00016094
                     77,                0.92639,                0.44017,                0.93768,                0.94061,                0.96373,                0.94551,                0.59928,                 1.2396,                0.49257,                 0.9443,             0.00015475,             0.00015475,             0.00015475
                     78,                0.91618,                0.43291,                0.93604,                0.94415,                 0.9503,                0.94657,                0.62155,                 1.1142,                0.44773,                0.91785,             0.00014856,             0.00014856,             0.00014856
                     79,                0.91294,                0.43503,                0.94027,                 0.9354,                0.96437,                0.95326,                0.60919,                 1.2051,                0.47192,                0.93722,             0.00014237,             0.00014237,             0.00014237
                     80,                0.91403,                 0.4374,                0.93737,                0.93677,                0.96479,                0.95332,                0.62374,                 1.1414,                 0.4557,                0.92083,             0.00013619,             0.00013619,             0.00013619
                     81,                 0.9036,                0.42909,                 0.9301,                0.93479,                0.96407,                0.94791,                0.61089,                 1.1477,                0.46012,                0.92511,                0.00013,                0.00013,                0.00013
                     82,                   0.91,                0.43036,                0.93013,                0.94117,                0.95996,                0.94657,                0.61335,                 1.1573,                 0.4636,                0.92571,             0.00012381,             0.00012381,             0.00012381
                     83,                0.89808,                 0.4254,                0.92801,                0.94255,                0.95849,                0.95215,                0.62166,                 1.1229,                0.45017,                0.91909,             0.00011763,             0.00011763,             0.00011763
                     84,                0.89171,                 0.4239,                0.93052,                 0.9344,                0.96186,                0.95213,                0.61836,                 1.1211,                0.45383,                0.92266,             0.00011144,             0.00011144,             0.00011144
                     85,                0.89566,                0.42616,                0.93335,                0.93846,                0.96068,                0.95176,                0.62169,                 1.1267,                0.45973,                0.92154,             0.00010525,             0.00010525,             0.00010525
                     86,                0.88667,                0.41851,                0.92668,                0.93158,                0.96369,                0.95051,                0.62363,                 1.1415,                0.46188,                0.92462,             9.9063e-05,             9.9063e-05,             9.9063e-05
                     87,                0.88682,                0.42254,                0.92957,                0.92636,                  0.967,                0.94951,                0.62651,                 1.1139,                0.45927,                 0.9178,             9.2875e-05,             9.2875e-05,             9.2875e-05
                     88,                 0.8837,                0.41827,                 0.9266,                0.93959,                0.95643,                0.95057,                0.62164,                 1.1772,                0.46668,                0.93069,             8.6688e-05,             8.6688e-05,             8.6688e-05
                     89,                0.88061,                0.42017,                0.92468,                0.93595,                0.96605,                0.94941,                0.61801,                 1.1743,                0.46137,                0.93106,               8.05e-05,               8.05e-05,               8.05e-05
                     90,                0.87815,                0.41645,                0.92511,                0.94231,                0.96099,                0.95053,                0.62269,                 1.1551,                0.45872,                0.92564,             7.4312e-05,             7.4312e-05,             7.4312e-05
                     91,                0.84627,                0.36968,                0.93785,                0.93012,                0.96634,                0.95211,                0.62817,                 1.1342,                0.45596,                0.92413,             6.8125e-05,             6.8125e-05,             6.8125e-05
                     92,                0.84407,                0.36781,                 0.9337,                0.93682,                 0.9703,                0.94977,                 0.6179,                 1.1193,                0.44767,                0.92357,             6.1937e-05,             6.1937e-05,             6.1937e-05
                     93,                0.83528,                0.36249,                0.93309,                0.93174,                0.96846,                0.94942,                 0.6216,                 1.1213,                0.45317,                0.92338,              5.575e-05,              5.575e-05,              5.575e-05
                     94,                0.83071,                0.35913,                0.92815,                0.93601,                  0.967,                0.94836,                0.62175,                 1.1558,                0.44991,                0.92763,             4.9562e-05,             4.9562e-05,             4.9562e-05
                     95,                0.82788,                0.36402,                0.92522,                0.93611,                0.96843,                0.95137,                0.62016,                 1.1046,                 0.4496,                0.92382,             4.3375e-05,             4.3375e-05,             4.3375e-05
                     96,                0.81744,                0.35851,                  0.927,                0.93597,                0.96494,                 0.9477,                0.62047,                 1.1413,                0.45936,                0.92558,             3.7188e-05,             3.7188e-05,             3.7188e-05
                     97,                0.81698,                0.35832,                0.92697,                0.93664,                0.96448,                0.95108,                 0.6175,                 1.1443,                0.45562,                0.92799,                3.1e-05,                3.1e-05,                3.1e-05
                     98,                0.80777,                0.35451,                0.92059,                0.93393,                0.96902,                0.95278,                0.62408,                 1.1269,                0.45091,                0.92538,             2.4813e-05,             2.4813e-05,             2.4813e-05
                     99,                0.80547,                0.35554,                0.92013,                0.92877,                0.96996,                0.94959,                0.62286,                  1.139,                0.45371,                0.92629,             1.8625e-05,             1.8625e-05,             1.8625e-05
                    100,                0.80229,                0.35626,                0.92035,                0.93079,                0.97096,                0.95142,                0.62081,                 1.1419,                0.45395,                0.92639,             1.2438e-05,             1.2438e-05,             1.2438e-05
