                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     28,                0.67602,                0.35014,                 0.8355,                0.92335,                0.94376,                0.93592,                0.53841,                 1.4264,                0.64912,                 1.0343,             0.00045794,             0.00045794,             0.00045794
                     29,                0.66726,                0.34615,                0.83205,                0.92903,                0.94389,                0.93781,                0.51838,                 1.5264,                0.67845,                 1.0756,             0.00045175,             0.00045175,             0.00045175
                     30,                0.65341,                0.34126,                0.83017,                0.92615,                0.94514,                0.93619,                 0.5155,                  1.523,                0.67201,                 1.0822,             0.00044556,             0.00044556,             0.00044556
                     31,                0.63841,                 0.3338,                 0.8285,                0.93382,                0.94164,                0.95041,                0.52968,                 1.4997,                0.64504,                 1.0794,             0.00043937,             0.00043937,             0.00043937
                     32,                0.63378,                0.33113,                0.82559,                0.93144,                0.94429,                0.94481,                0.52961,                 1.4846,                0.65391,                 1.0658,             0.00043319,             0.00043319,             0.00043319
                     33,                0.63074,                0.33427,                0.82494,                0.92509,                0.94355,                0.94213,                0.53246,                 1.4697,                0.65287,                 1.0575,               0.000427,               0.000427,               0.000427
                     34,                0.61292,                0.32192,                 0.8215,                0.92787,                 0.9369,                0.94087,                0.53729,                 1.4617,                0.64945,                 1.0619,             0.00042081,             0.00042081,             0.00042081
                     35,                 0.6099,                 0.3204,                0.82081,                0.92502,                0.94284,                0.94598,                0.54092,                 1.4452,                0.65722,                 1.0534,             0.00041462,             0.00041462,             0.00041462
                     36,                 0.6023,                0.31933,                0.82061,                0.93359,                0.94662,                0.95232,                0.54941,                 1.4323,                0.62107,                 1.0513,             0.00040844,             0.00040844,             0.00040844
                     37,                0.59508,                0.31423,                   0.82,                0.93266,                0.94436,                0.95101,                0.54477,                 1.4244,                0.65082,                 1.0425,             0.00040225,             0.00040225,             0.00040225
                     38,                0.59655,                0.31232,                0.81936,                 0.9318,                0.94348,                0.95199,                0.54988,                 1.4212,                0.63074,                  1.044,             0.00039606,             0.00039606,             0.00039606
                     39,                0.58983,                0.31003,                 0.8175,                0.93599,                0.93532,                0.94474,                  0.532,                  1.482,                0.66166,                  1.069,             0.00038988,             0.00038988,             0.00038988
                     40,                0.57427,                0.30438,                 0.8157,                0.92956,                0.93894,                0.94785,                0.53291,                 1.4568,                0.66562,                 1.0618,             0.00038369,             0.00038369,             0.00038369
                     41,                0.57344,                0.30423,                0.81335,                0.93005,                0.94229,                0.94686,                0.53165,                 1.4717,                0.66184,                 1.0718,              0.0003775,              0.0003775,              0.0003775
                     42,                0.58296,                0.30452,                0.81989,                0.93222,                0.94103,                0.93825,                0.53142,                  1.473,                 0.6471,                 1.0691,             0.00037131,             0.00037131,             0.00037131
                     43,                0.55625,                0.29658,                0.81126,                0.92894,                0.94756,                0.94507,                0.54397,                 1.4367,                 0.6329,                 1.0508,             0.00036513,             0.00036513,             0.00036513
                     44,                0.55133,                0.29333,                0.81284,                 0.9254,                 0.9503,                0.94622,                0.54561,                 1.4328,                0.63948,                 1.0523,             0.00035894,             0.00035894,             0.00035894
                     45,                0.55751,                0.29521,                0.81488,                0.93001,                0.94095,                0.94675,                0.52787,                 1.4847,                0.64803,                  1.082,             0.00035275,             0.00035275,             0.00035275
                     46,                0.54995,                0.28978,                0.81296,                0.93305,                0.94321,                0.94793,                0.53245,                 1.4779,                0.66462,                 1.0811,             0.00034656,             0.00034656,             0.00034656
                     47,                0.54092,                0.28738,                0.81073,                0.93234,                 0.9407,                0.95161,                0.54913,                 1.4247,                0.63576,                 1.0498,             0.00034038,             0.00034038,             0.00034038
                     48,                0.53845,                0.28984,                0.80897,                0.92769,                0.94185,                0.94952,                0.54512,                  1.443,                 0.6422,                 1.0595,             0.00033419,             0.00033419,             0.00033419
                     49,                0.53881,                0.28463,                 0.8109,                0.93294,                0.92789,                0.94994,                 0.5454,                 1.4299,                 0.6404,                 1.0613,               0.000328,               0.000328,               0.000328
                     50,                0.53205,                0.28405,                 0.8068,                0.92843,                0.93659,                0.94968,                0.53469,                 1.4666,                0.66629,                 1.0785,             0.00032181,             0.00032181,             0.00032181
                     51,                0.53384,                0.28544,                0.80879,                0.93181,                0.94152,                 0.9518,                 0.5393,                 1.4663,                0.64778,                 1.0759,             0.00031562,             0.00031562,             0.00031562
                     52,                0.52134,                0.27687,                0.80698,                0.93136,                0.93555,                0.94906,                0.53962,                  1.457,                0.64695,                 1.0691,             0.00030944,             0.00030944,             0.00030944
                     53,                   0.52,                0.27815,                 0.8078,                 0.9315,                0.93751,                0.94316,                0.53055,                 1.4735,                0.67058,                 1.0864,             0.00030325,             0.00030325,             0.00030325
                     54,                0.51352,                0.27613,                0.80483,                0.92703,                0.93378,                0.94631,                 0.5293,                 1.4711,                0.67397,                 1.0895,             0.00029706,             0.00029706,             0.00029706
                     55,                0.51018,                0.27151,                0.80426,                0.93112,                0.94156,                0.94979,                0.53966,                 1.4568,                0.64587,                 1.0734,             0.00029088,             0.00029088,             0.00029088
                     56,                0.49783,                0.26738,                0.80488,                0.93214,                0.93156,                0.95668,                0.55096,                 1.4252,                0.65418,                 1.0636,             0.00028469,             0.00028469,             0.00028469
                     57,                0.50417,                0.27025,                0.80485,                0.93254,                0.93905,                0.95037,                0.53813,                 1.4585,                0.65115,                 1.0788,              0.0002785,              0.0002785,              0.0002785
                     58,                0.50266,                0.26791,                0.80408,                0.92701,                0.94564,                0.94704,                0.53425,                 1.4743,                0.65637,                 1.0868,             0.00027231,             0.00027231,             0.00027231
                     59,                0.49057,                0.26505,                0.80271,                0.93124,                0.93659,                0.95061,                0.54111,                 1.4524,                0.63991,                 1.0759,             0.00026613,             0.00026613,             0.00026613
                     60,                0.49266,                0.26601,                0.80137,                0.93304,                   0.94,                0.94639,                0.53334,                 1.4752,                0.66467,                 1.0843,             0.00025994,             0.00025994,             0.00025994
                     61,                0.48605,                0.26033,                0.80131,                0.93274,                0.93737,                0.95021,                 0.5417,                 1.4498,                0.64141,                 1.0763,             0.00025375,             0.00025375,             0.00025375
                     62,                0.49182,                0.26436,                 0.8016,                0.93603,                0.93752,                0.95157,                0.53935,                 1.4679,                0.64552,                 1.0836,             0.00024756,             0.00024756,             0.00024756
                     63,                0.47952,                0.25932,                0.80168,                0.93179,                0.94175,                  0.945,                0.54563,                 1.4189,                0.63866,                 1.0619,             0.00024137,             0.00024137,             0.00024137
                     64,                0.48026,                0.25766,                0.80024,                0.92569,                0.93998,                0.94817,                0.54027,                 1.4473,                0.65396,                 1.0782,             0.00023519,             0.00023519,             0.00023519
                     65,                0.47665,                0.25694,                0.80112,                0.92959,                0.94079,                0.95021,                0.54152,                 1.4649,                0.67943,                 1.0826,               0.000229,               0.000229,               0.000229
                     66,                0.47613,                0.25563,                0.80082,                0.93042,                0.94466,                0.94576,                0.53379,                 1.4733,                0.65275,                 1.0839,             0.00022281,             0.00022281,             0.00022281
                     67,                0.47427,                0.25534,                0.79916,                0.93529,                0.93725,                0.94988,                0.54631,                 1.4343,                0.66105,                 1.0728,             0.00021662,             0.00021662,             0.00021662
                     68,                0.46812,                0.25247,                0.80139,                0.93394,                0.93613,                0.94877,                0.53464,                 1.4564,                  0.662,                 1.0826,             0.00021044,             0.00021044,             0.00021044
                     69,                0.47134,                 0.2526,                0.80065,                0.93353,                0.93639,                0.94845,                0.54042,                  1.456,                0.65368,                 1.0822,             0.00020425,             0.00020425,             0.00020425
                     70,                0.45697,                0.24829,                0.79788,                0.93246,                0.94288,                0.94743,                 0.5433,                 1.4275,                0.65385,                 1.0734,             0.00019806,             0.00019806,             0.00019806
                     71,                0.46335,                0.25122,                 0.8002,                 0.9298,                 0.9445,                0.94778,                0.54359,                 1.4334,                0.63649,                  1.073,             0.00019188,             0.00019188,             0.00019188
                     72,                0.45072,                0.24396,                0.79705,                0.93126,                0.93998,                0.94851,                0.54145,                  1.447,                0.65773,                 1.0792,             0.00018569,             0.00018569,             0.00018569
                     73,                 0.4616,                0.24862,                0.79974,                0.92795,                 0.9419,                0.94906,                0.54851,                 1.4322,                0.65085,                 1.0685,              0.0001795,              0.0001795,              0.0001795
                     74,                0.45565,                0.24533,                0.79785,                0.93085,                 0.9437,                0.95202,                0.53777,                 1.4738,                0.66987,                 1.0947,             0.00017331,             0.00017331,             0.00017331
                     75,                0.44276,                0.23971,                0.79588,                0.92905,                 0.9456,                0.95307,                0.54691,                 1.4351,                 0.6468,                 1.0767,             0.00016713,             0.00016713,             0.00016713
                     76,                0.44477,                0.24139,                0.79755,                0.93058,                 0.9432,                0.95252,                0.54044,                 1.4691,                0.66712,                 1.0935,             0.00016094,             0.00016094,             0.00016094
                     77,                0.44342,                0.23984,                0.79607,                0.92227,                0.95227,                0.95187,                0.54199,                 1.4595,                0.65631,                 1.0869,             0.00015475,             0.00015475,             0.00015475
                     78,                0.44362,                0.23934,                0.79481,                0.92172,                0.94891,                0.94841,                0.54034,                 1.4622,                0.67465,                 1.0911,             0.00014856,             0.00014856,             0.00014856
                     79,                0.44094,                0.23638,                0.79472,                0.92867,                0.94482,                0.95029,                0.54137,                 1.4628,                0.65851,                 1.0892,             0.00014237,             0.00014237,             0.00014237
                     80,                0.43881,                0.23838,                0.79521,                0.92794,                0.94579,                0.94824,                0.54409,                 1.4533,                0.65392,                  1.084,             0.00013619,             0.00013619,             0.00013619
                     81,                 0.4389,                0.23676,                0.79591,                0.93088,                0.94499,                0.95156,                0.54111,                 1.4629,                0.65807,                 1.0899,                0.00013,                0.00013,                0.00013
                     82,                0.42797,                0.23231,                0.79428,                0.92032,                0.95301,                0.95103,                0.54305,                 1.4594,                0.65724,                 1.0879,             0.00012381,             0.00012381,             0.00012381
                     83,                0.42933,                0.23209,                0.79524,                0.92534,                0.94956,                0.95178,                0.54298,                 1.4597,                0.66174,                  1.088,             0.00011763,             0.00011763,             0.00011763
                     84,                0.43031,                0.23049,                0.79422,                0.93338,                0.94297,                0.95098,                0.54471,                 1.4559,                0.65336,                 1.0857,             0.00011144,             0.00011144,             0.00011144
                     85,                0.43079,                 0.2309,                0.79508,                0.91927,                0.95413,                0.94864,                 0.5409,                   1.46,                0.67208,                 1.0902,             0.00010525,             0.00010525,             0.00010525
                     86,                0.42595,                0.23023,                0.79443,                0.92629,                0.95102,                0.95133,                 0.5423,                 1.4656,                0.66783,                 1.0918,             9.9063e-05,             9.9063e-05,             9.9063e-05
                     87,                0.42323,                0.22912,                0.79423,                0.92816,                0.94555,                 0.9516,                0.54324,                 1.4613,                0.66902,                 1.0905,             9.2875e-05,             9.2875e-05,             9.2875e-05
                     88,                0.42531,                 0.2295,                0.79345,                0.92872,                0.94851,                0.95155,                0.54141,                 1.4703,                0.66907,                  1.097,             8.6688e-05,             8.6688e-05,             8.6688e-05
                     89,                0.42124,                0.22746,                 0.7927,                0.92798,                0.94873,                0.95086,                0.54337,                  1.454,                0.66772,                 1.0903,               8.05e-05,               8.05e-05,               8.05e-05
                     90,                 0.4181,                0.22602,                0.79165,                0.92513,                0.94995,                0.94973,                0.54478,                 1.4553,                0.66875,                 1.0909,             7.4312e-05,             7.4312e-05,             7.4312e-05
                     91,                0.35924,                 0.1909,                0.78686,                0.92846,                0.94236,                0.94615,                0.54135,                 1.4504,                0.67073,                 1.0903,             6.8125e-05,             6.8125e-05,             6.8125e-05
                     92,                0.34796,                0.18682,                0.78262,                0.92527,                0.94565,                0.94478,                0.54228,                 1.4527,                0.67841,                 1.0901,             6.1937e-05,             6.1937e-05,             6.1937e-05
                     93,                  0.348,                 0.1869,                0.78421,                 0.9237,                0.94739,                0.94615,                0.54397,                 1.4472,                0.67255,                 1.0889,              5.575e-05,              5.575e-05,              5.575e-05
                     94,                0.34337,                0.18417,                0.78301,                0.92195,                0.94543,                 0.9455,                0.54215,                 1.4543,                0.68108,                 1.0924,             4.9562e-05,             4.9562e-05,             4.9562e-05
                     95,                0.34395,                0.18482,                0.78437,                0.92972,                0.94003,                0.94466,                0.54167,                 1.4494,                0.68008,                 1.0911,             4.3375e-05,             4.3375e-05,             4.3375e-05
                     96,                0.33833,                0.18259,                0.78443,                0.92921,                0.94114,                 0.9446,                0.54334,                 1.4467,                0.67495,                 1.0875,             3.7188e-05,             3.7188e-05,             3.7188e-05
                     97,                0.33369,                0.18062,                0.78296,                0.92696,                0.94531,                0.94543,                 0.5442,                 1.4493,                0.67677,                 1.0901,                3.1e-05,                3.1e-05,                3.1e-05
                     98,                 0.3318,                0.17967,                0.78155,                0.92333,                0.94767,                0.94543,                0.54258,                 1.4581,                0.68309,                 1.0953,             2.4813e-05,             2.4813e-05,             2.4813e-05
                     99,                0.33126,                0.17939,                0.78332,                0.92943,                0.94104,                0.94543,                0.54319,                 1.4564,                0.68037,                 1.0947,             1.8625e-05,             1.8625e-05,             1.8625e-05
                    100,                0.32717,                0.17804,                0.78177,                 0.9285,                0.94255,                0.94524,                0.54142,                 1.4612,                0.68295,                 1.0968,             1.2438e-05,             1.2438e-05,             1.2438e-05
