                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     23,                0.95442,                0.93923,                   1.04,                0.95435,                   0.75,                0.74308,                0.56228,                    nan,                    nan,                    nan,             0.00094085,             0.00094085,             0.00094085
                     24,                0.96884,                0.88927,                 1.0401,                 0.9956,                   0.75,                0.74585,                0.56741,                    nan,                    nan,                    nan,             0.00090785,             0.00090785,             0.00090785
                     25,                0.89018,                0.87105,                0.98404,                0.99739,                   0.75,                0.74587,                0.56441,                    nan,                    nan,                    nan,             0.00087484,             0.00087484,             0.00087484
                     26,                0.86794,                0.81869,                0.96953,                0.99328,                 0.7493,                0.74586,                0.54485,                    nan,                    nan,                    nan,             0.00084184,             0.00084184,             0.00084184
                     27,                0.84061,                0.79042,                0.96724,                0.99634,                   0.75,                0.74583,                0.55436,                    nan,                    nan,                    nan,             0.00080883,             0.00080883,             0.00080883
                     28,                0.88152,                0.78372,                0.97391,                0.99734,                   0.75,                0.74577,                0.55191,                    nan,                    nan,                    nan,             0.00077582,             0.00077582,             0.00077582
                     29,                0.89112,                0.79372,                0.99673,                0.97899,                   0.75,                0.73345,                0.54392,                    nan,                    nan,                    nan,             0.00074282,             0.00074282,             0.00074282
                     30,                0.87832,                0.77738,                0.96008,                0.97877,                   0.75,                0.73898,                 0.5414,                    nan,                    nan,                    nan,             0.00070981,             0.00070981,             0.00070981
                     31,                0.88634,                0.77428,                0.97306,                0.99675,                   0.75,                0.74579,                0.57443,                    nan,                    nan,                    nan,              0.0006768,              0.0006768,              0.0006768
                     32,                0.89738,                0.79482,                0.99757,                0.99556,                   0.75,                0.74584,                0.54902,                    nan,                    nan,                    nan,              0.0006438,              0.0006438,              0.0006438
                     33,                0.87429,                0.74276,                0.97236,                0.99442,                   0.75,                0.74586,                0.55497,                    nan,                    nan,                    nan,             0.00061079,             0.00061079,             0.00061079
                     34,                0.86302,                0.71581,                0.97698,                0.99505,                   0.75,                0.74584,                0.54971,                    nan,                    nan,                    nan,             0.00057778,             0.00057778,             0.00057778
                     35,                0.84472,                0.72525,                0.97835,                0.99483,                   0.75,                0.74582,                0.54175,                    nan,                    nan,                    nan,             0.00054478,             0.00054478,             0.00054478
                     36,                0.81464,                 0.7008,                0.95055,                0.99638,                   0.75,                0.74582,                0.52585,                    nan,                    nan,                    nan,             0.00051177,             0.00051177,             0.00051177
                     37,                0.82696,                0.67668,                0.97514,                0.99594,                   0.75,                0.74582,                0.55445,                    nan,                    nan,                    nan,             0.00047876,             0.00047876,             0.00047876
                     38,                0.79022,                0.67058,                0.94582,                0.99691,                   0.75,                0.74582,                 0.5346,                    nan,                    nan,                    nan,             0.00044576,             0.00044576,             0.00044576
                     39,                0.78735,                0.68474,                0.96097,                0.99632,                   0.75,                0.74584,                0.55357,                    nan,                    nan,                    nan,             0.00041275,             0.00041275,             0.00041275
                     40,                0.79636,                0.63867,                0.95412,                 0.9973,                   0.75,                0.74588,                0.56982,                    nan,                    nan,                    nan,             0.00037974,             0.00037974,             0.00037974
                     41,                0.72903,                0.68419,                0.93356,                0.99704,                   0.75,                 0.7459,                0.54114,                    nan,                    nan,                    nan,             0.00034674,             0.00034674,             0.00034674
                     42,                0.72513,                0.66618,                0.94354,                0.99623,                   0.75,                0.74592,                0.56343,                    nan,                    nan,                    nan,             0.00031373,             0.00031373,             0.00031373
                     43,                0.74382,                0.69995,                0.93281,                 0.9961,                   0.75,                0.74594,                0.58947,                    nan,                    nan,                    nan,             0.00028072,             0.00028072,             0.00028072
                     44,                  0.746,                0.66016,                0.93824,                0.99671,                   0.75,                0.74595,                0.55406,                    nan,                    nan,                    nan,             0.00024772,             0.00024772,             0.00024772
                     45,                0.70821,                0.64442,                 0.9349,                0.99786,                   0.75,                0.74596,                0.56125,                    nan,                    nan,                    nan,             0.00021471,             0.00021471,             0.00021471
                     46,                0.70569,                0.65872,                0.93751,                0.99691,                   0.75,                0.74596,                0.56725,                    nan,                    nan,                    nan,              0.0001817,              0.0001817,              0.0001817
                     47,                0.68122,                0.63578,                0.91046,                0.99611,                   0.75,                0.74596,                0.55429,                    nan,                    nan,                    nan,              0.0001487,              0.0001487,              0.0001487
                     48,                0.68939,                0.63426,                0.90983,                0.99546,                   0.75,                0.74597,                0.56268,                    nan,                    nan,                    nan,             0.00011569,             0.00011569,             0.00011569
                     49,                0.69705,                0.64576,                0.92471,                0.99522,                   0.75,                0.74597,                0.56761,                    nan,                    nan,                    nan,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     50,                0.69338,                0.61686,                0.91783,                0.99494,                   0.75,                0.74597,                0.55886,                    nan,                    nan,                    nan,             4.9677e-05,             4.9677e-05,             4.9677e-05
